,PEOPLEUSDT_PERP.A_ls_ratio,OMGUSDT_PERP.A_ls_ratio,BALUSDT_PERP.A_ls_ratio,RENUSDT_PERP.A_ls_ratio,CRVUSDT_PERP.A_ls_ratio,STORJUSDT_PERP.A_ls_ratio,RLCUSDT_PERP.A_ls_ratio,SXPUSDT_PERP.A_ls_ratio,KAVAUSDT_PERP.A_ls_ratio,RSRUSDT_PERP.A_ls_ratio,MTLUSDT_PERP.A_ls_ratio,DOGEUSDT_PERP.A_ls_ratio,BANDUSDT_PERP.A_ls_ratio,WAVESUSDT_PERP.A_ls_ratio,KSMUSDT_PERP.A_ls_ratio,ALGOUSDT_PERP.A_ls_ratio,MATICUSDT_PERP.A_ls_ratio,KNCUSDT_PERP.A_ls_ratio,ZILUSDT_PERP.A_ls_ratio,BLZUSDT_PERP.A_ls_ratio,NEARUSDT_PERP.A_ls_ratio,AVAXUSDT_PERP.A_ls_ratio,MKRUSDT_PERP.A_ls_ratio,SNXUSDT_PERP.A_ls_ratio,ENJUSDT_PERP.A_ls_ratio,ZRXUSDT_PERP.A_ls_ratio,FLMUSDT_PERP.A_ls_ratio,FTMUSDT_PERP.A_ls_ratio,UNIUSDT_PERP.A_ls_ratio,SKLUSDT_PERP.A_ls_ratio,TRBUSDT_PERP.A_ls_ratio,TRXUSDT_PERP.A_ls_ratio,BNBUSDT_PERP.A_ls_ratio,XRPUSDT_PERP.A_ls_ratio,NEOUSDT_PERP.A_ls_ratio,EOSUSDT_PERP.A_ls_ratio,ETCUSDT_PERP.A_ls_ratio,BTCUSDT_PERP.A_ls_ratio,LTCUSDT_PERP.A_ls_ratio,XLMUSDT_PERP.A_ls_ratio,LINKUSDT_PERP.A_ls_ratio,ETHUSDT_PERP.A_ls_ratio,BCHUSDT_PERP.A_ls_ratio,ADAUSDT_PERP.A_ls_ratio,XMRUSDT_PERP.A_ls_ratio,DASHUSDT_PERP.A_ls_ratio,ZECUSDT_PERP.A_ls_ratio,ONTUSDT_PERP.A_ls_ratio,ATOMUSDT_PERP.A_ls_ratio,XTZUSDT_PERP.A_ls_ratio,IOTAUSDT_PERP.A_ls_ratio,BATUSDT_PERP.A_ls_ratio,VETUSDT_PERP.A_ls_ratio,QTUMUSDT_PERP.A_ls_ratio,IOSTUSDT_PERP.A_ls_ratio,THETAUSDT_PERP.A_ls_ratio,AUDIOUSDT_PERP.A_ls_ratio,SUSHIUSDT_PERP.A_ls_ratio,COMPUSDT_PERP.A_ls_ratio,RUNEUSDT_PERP.A_ls_ratio,DOTUSDT_PERP.A_ls_ratio,FILUSDT_PERP.A_ls_ratio,AAVEUSDT_PERP.A_ls_ratio,UNFIUSDT_PERP.A_ls_ratio,GRTUSDT_PERP.A_ls_ratio,DEFIUSDT_PERP.A_ls_ratio,GTCUSDT_PERP.A_ls_ratio,YFIUSDT_PERP.A_ls_ratio,LRCUSDT_PERP.A_ls_ratio,SOLUSDT_PERP.A_ls_ratio,EGLDUSDT_PERP.A_ls_ratio,ICXUSDT_PERP.A_ls_ratio,OCEANUSDT_PERP.A_ls_ratio,ROSEUSDT_PERP.A_ls_ratio,OGNUSDT_PERP.A_ls_ratio,BELUSDT_PERP.A_ls_ratio,CTKUSDT_PERP.A_ls_ratio,AXSUSDT_PERP.A_ls_ratio,MASKUSDT_PERP.A_ls_ratio,ALPHAUSDT_PERP.A_ls_ratio,ZENUSDT_PERP.A_ls_ratio,BAKEUSDT_PERP.A_ls_ratio,1INCHUSDT_PERP.A_ls_ratio,LINAUSDT_PERP.A_ls_ratio,CELOUSDT_PERP.A_ls_ratio,GALAUSDT_PERP.A_ls_ratio,CELRUSDT_PERP.A_ls_ratio,DGBUSDT_PERP.A_ls_ratio,REEFUSDT_PERP.A_ls_ratio,ANKRUSDT_PERP.A_ls_ratio,CHZUSDT_PERP.A_ls_ratio,LPTUSDT_PERP.A_ls_ratio,ALICEUSDT_PERP.A_ls_ratio,1000SHIBUSDT_PERP.A_ls_ratio,SANDUSDT_PERP.A_ls_ratio,RVNUSDT_PERP.A_ls_ratio,SFPUSDT_PERP.A_ls_ratio,LITUSDT_PERP.A_ls_ratio,XEMUSDT_PERP.A_ls_ratio,ATAUSDT_PERP.A_ls_ratio,HOTUSDT_PERP.A_ls_ratio,STMXUSDT_PERP.A_ls_ratio,C98USDT_PERP.A_ls_ratio,ARUSDT_PERP.A_ls_ratio,MANAUSDT_PERP.A_ls_ratio,ONEUSDT_PERP.A_ls_ratio,HBARUSDT_PERP.A_ls_ratio,CHRUSDT_PERP.A_ls_ratio,DYDXUSDT_PERP.A_ls_ratio,COTIUSDT_PERP.A_ls_ratio,DENTUSDT_PERP.A_ls_ratio,NKNUSDT_PERP.A_ls_ratio,IOTXUSDT_PERP.A_ls_ratio,CTSIUSDT_PERP.A_ls_ratio,1000XECUSDT_PERP.A_ls_ratio,ENSUSDT_PERP.A_ls_ratio,KLAYUSDT_PERP.A_ls_ratio,ARPAUSDT_PERP.A_ls_ratio,ANTUSDT_PERP.A_ls_ratio
2023-09-13,2.0534,2.8241,2.7189,2.1867,3.6104,0.6095,2.0826,1.7941,2.5486,2.319,0.8567,3.4583,2.3025,2.6219,2.3367,2.7439,3.095,2.0989,2.0506,0.5186,3.7461,2.8956,0.483,2.0969,2.3625,1.5694,0.9646,2.7665,2.4554,1.7241,0.4368,0.7498,2.7216,3.0967,1.4832,2.4855,2.2321,1.7086,3.3459,1.3742,2.4048,2.0175,1.0404,2.8358,1.3929,2.0469,1.5297,2.2895,3.7037,2.4807,1.5753,1.9815,1.05,1.4319,1.5793,2.861,2.6738,1.7435,2.6088,0.9635,4.3908,2.3613,1.5413,0.9889,2.2755,1.9481,2.4746,1.6199,2.1211,1.7685,2.7355,2.1387,2.1124,2.1377,2.0665,1.6434,3.1511,2.6023,2.4783,2.3124,1.924,3.0866,2.6232,2.6062,2.2906,3.7755,2.2134,1.8466,2.5702,1.7152,3.4346,1.3452,3.5208,4.0607,2.9651,2.1706,1.0404,2.2258,1.5006,3.0816,2.0102,1.9568,2.4977,2.5026,3.0209,2.1908,1.9061,1.8193,1.891,2.1706,1.9753,2.643,1.8935,2.1466,1.8802,2.4294,1.9904,1.5176,1.2973
2023-09-14,2.1939,2.8314,2.785,2.2113,2.7594,0.4791,1.9886,1.93,2.4317,2.1867,0.5755,3.3365,2.3829,2.5361,2.7147,2.3591,2.9984,2.198,1.97,0.4592,3.3122,3.0519,0.4529,1.8233,2.0451,1.2614,0.9857,2.6576,2.6483,1.3861,0.3624,0.8335,2.7106,2.8971,1.448,2.2478,2.2552,1.4355,2.8052,1.6802,2.4188,1.9265,1.1213,2.5907,1.3207,2.1368,1.2502,1.9481,3.029,2.0404,1.0392,1.368,0.9531,1.4033,1.5176,2.7864,2.861,1.5013,1.5164,0.9425,4.6243,2.4153,1.6399,0.6532,2.1289,2.1143,2.2563,1.6254,2.5511,1.3652,2.4722,2.2362,1.586,1.6082,2.0423,1.6028,2.9698,2.7979,2.1085,2.3568,1.5873,2.7636,2.8551,2.6377,1.8944,3.7125,2.2873,1.8885,2.7106,1.6205,3.4703,1.2994,3.6275,4.0994,2.7722,1.9036,0.6197,1.8297,1.4021,2.3636,2.199,1.8637,2.6206,2.701,2.7383,2.3738,1.6795,1.4143,1.7064,2.3135,1.9481,2.7893,1.8137,2.1008,1.73,2.0148,2.1867,1.5151,1.2589
2023-09-15,2.2971,2.8183,2.4892,2.268,2.4211,0.5605,2.2185,1.8393,2.3223,2.0211,0.6252,3.3271,2.4341,2.3841,2.6684,2.2321,2.8153,2.2787,1.7816,0.4611,3.2517,3.1017,0.5168,1.886,2.0779,1.2502,0.9798,2.6724,2.5778,1.7093,0.3674,0.6625,2.9432,2.7779,1.4313,1.8466,2.2457,1.2691,2.7147,1.5913,1.8794,1.6476,0.9778,2.6955,1.2442,2.4329,1.7174,1.8035,2.1766,2.3003,1.4295,1.2952,1.1349,1.3832,1.442,2.4447,2.9432,1.751,2.0534,0.8044,4.1948,2.6941,1.7263,0.6197,2.0276,2.1908,2.6377,1.6781,2.4471,1.3585,2.2765,2.125,1.7078,1.7012,1.3234,1.553,3.2992,1.6448,1.9895,2.5587,1.9709,2.5549,2.7736,2.4734,1.8066,3.4209,2.6298,1.9206,2.8344,1.7442,3.2176,1.5621,3.787,4.0684,2.5162,1.8555,0.6981,1.5887,1.3047,1.8653,2.4188,0.4245,2.667,2.4662,2.4674,2.73,1.3218,1.4184,1.751,2.6456,2.2584,2.9017,2.2154,2.096,1.7345,1.5297,2.4892,1.3923,1.1304
2023-09-16,2.8956,3.1017,3.095,2.6846,2.2248,0.4451,2.1143,1.9036,2.3852,2.2573,0.6292,3.0502,2.4868,2.3047,2.6657,2.2165,2.5423,1.1436,2.3025,0.4405,3.0404,3.1425,0.4325,1.8066,2.2062,1.2099,1.0016,2.6443,2.5075,2.34,0.3986,0.66,2.7078,2.7244,1.4612,1.6525,1.5543,1.3485,2.4614,1.5961,1.5981,1.5621,0.9589,3.0733,1.3987,2.488,1.5075,1.6838,1.7285,1.9727,2.0093,1.426,1.2321,1.5265,1.7755,2.4048,2.7779,1.7412,1.8043,0.8146,3.8054,2.5448,1.4384,0.786,2.0066,2.2927,2.3478,1.8169,2.5984,1.4919,2.5562,2.0741,1.5176,2.2425,1.7594,1.5846,3.3898,1.9369,2.0221,2.5855,1.5374,2.4686,2.7258,2.8095,1.9718,3.7574,2.9216,2.9078,3.6948,2.3512,3.0096,1.6254,3.902,3.8567,2.655,2.5868,0.7921,1.6233,1.8289,1.7949,2.7244,0.5504,2.6403,1.9691,2.7286,3.3995,1.7972,1.505,1.5082,3.3328,3.0601,2.9047,2.5958,1.9019,2.9093,1.8337,2.7313,1.8289,1.0305
2023-09-17,2.9448,3.1425,2.9651,2.471,2.3025,0.5775,2.1124,1.1372,1.6055,2.5549,1.0829,3.2699,2.4435,2.3602,2.7341,2.0084,2.6088,1.0231,2.3591,0.5896,3.1051,3.3802,0.3965,1.9481,2.046,1.3143,1.4426,2.8447,2.667,2.3311,0.651,0.7068,2.6819,2.937,1.6413,1.7503,1.5615,1.4414,2.5702,1.6631,1.8011,1.6745,0.9849,3.1859,1.7457,2.4471,1.73,1.7218,1.8289,2.5423,2.095,1.6434,1.4137,1.6055,2.2584,2.6049,2.0883,1.6638,2.2362,0.6399,3.5331,2.5448,1.157,0.7966,2.4388,2.4435,2.5537,1.6752,2.69,1.4492,2.0148,1.907,1.6853,2.4953,2.0321,1.9002,3.7461,2.1746,2.231,2.4495,1.9869,1.5634,2.6536,3.0883,1.5119,3.8286,2.7538,3.0064,3.8263,2.4002,2.6179,1.6371,3.4623,3.8193,2.5224,2.5587,1.1687,1.5733,2.003,2.758,3.1597,0.7161,2.2563,2.5474,2.5855,3.0241,1.8425,1.7115,1.5621,2.8329,3.0552,2.4247,2.9246,1.9172,3.1841,2.2331,2.7622,2.1299,0.8744
2023-09-18,2.4722,3.0145,2.4928,1.8918,2.2616,0.4986,2.1114,1.7949,2.4602,2.23,1.51,3.4209,2.1279,2.6617,2.7965,2.2949,2.5676,1.1863,2.1182,0.5911,3.4883,3.2571,0.3604,1.8433,2.4566,1.3148,1.2282,2.8565,2.7023,1.8265,0.6393,0.6537,2.3625,3.1102,1.7473,2.4626,1.7732,1.3992,2.7064,1.454,1.9155,1.9087,1.0657,3.095,1.4325,2.1546,1.5714,1.8703,2.0741,2.5587,2.1586,1.8241,1.2321,1.4894,1.8385,2.614,2.1526,1.7442,2.3647,0.4861,3.8497,2.4783,0.9869,0.9402,2.6258,2.42,2.2404,1.6567,2.42,1.4343,1.9317,1.8571,2.0931,1.963,2.2321,1.9815,3.4189,2.2648,2.5702,2.3921,2.1817,1.0367,2.7397,2.5984,1.9138,3.8733,2.1046,2.0836,2.7566,1.9674,2.973,1.4325,3.5025,4.4526,2.9262,1.9446,1.0462,1.7863,1.451,2.0807,2.5868,1.2852,2.2808,2.2873,2.7707,2.7707,1.8935,1.6638,2.1726,2.4423,2.3223,2.5323,2.2658,1.8498,2.2595,2.6603,2.4662,1.8703,0.899
2023-09-19,2.5651,3.0209,2.6832,2.3124,2.4352,0.4961,2.2175,1.9334,2.6403,2.5261,1.3832,3.3271,2.1319,2.3124,2.712,2.0525,2.574,1.2655,2.2031,0.4857,3.2212,3.3234,0.4695,1.7367,2.0193,1.4863,1.1791,2.9185,2.4235,2.0874,0.7749,0.6586,2.5249,2.6166,1.5523,1.553,1.572,1.2763,2.1847,1.5523,1.0921,1.6399,1.0239,2.5461,1.405,2.4072,1.6961,1.8952,1.5426,2.1516,2.1387,1.3987,1.4325,1.4355,1.46,2.413,2.9936,1.7824,2.0469,0.6051,3.8031,2.5562,0.9708,0.9829,2.5298,2.775,2.3535,1.9878,2.7106,1.2026,2.2808,2.0084,1.6767,1.7322,1.291,1.8506,3.4033,2.2798,2.5765,2.6536,2.0581,1.1146,3.0519,2.6643,1.7701,3.7393,2.4602,2.2563,3.1305,2.2237,2.3322,1.6781,3.7103,3.3573,2.6603,2.0893,1.0442,1.918,1.6103,2.8491,2.453,1.7012,2.3535,2.56,2.8865,2.9888,1.7693,1.661,1.9438,2.7552,2.6023,2.5881,2.488,2.0798,0.9095,1.9464,2.4141,1.7571,0.8292
2023-09-20,2.9246,2.7679,3.075,2.5868,2.0665,0.3897,2.2949,2.1566,2.6114,3.3422,1.3294,3.1152,1.9551,2.574,2.7383,2.1536,2.2884,1.5517,2.663,0.3663,2.9093,3.2355,0.4616,2.0912,2.2134,1.7732,0.9743,2.7051,2.667,2.5436,0.5753,0.7316,2.3738,2.5373,1.0695,1.2202,1.6219,1.2031,2.1008,1.8736,1.0379,1.7181,0.9433,2.4746,1.2952,2.2041,1.5259,1.7086,1.6021,2.1746,1.9533,1.4486,1.6427,1.6103,1.6511,2.7258,2.6711,2.2041,2.1066,0.7004,3.6232,2.4211,0.9662,1.0072,2.1387,2.0386,2.639,2.3636,2.6765,1.2889,2.427,1.9595,1.4361,2.0618,1.3691,1.8514,3.2034,2.5537,2.23,2.56,1.5867,0.8709,3.1118,2.9746,1.6603,3.9925,2.3179,2.8625,3.4287,2.1766,2.4928,1.8297,2.9714,2.9339,2.7951,2.6337,1.129,1.6247,2.2062,1.6434,2.6657,0.6418,2.0921,2.4294,2.8037,3.5106,1.8893,1.936,1.5195,3.1859,2.7092,2.4578,2.9463,1.8201,1.0773,2.1427,2.5002,1.6918,0.763
2023-09-21,3.0388,3.2034,3.0683,2.5051,2.0722,0.7027,2.3036,1.5714,3.0193,3.1425,1.3392,3.1841,1.924,2.6576,2.647,1.9753,2.3727,1.2302,2.5778,0.3561,3.4072,3.697,0.442,2.1221,2.7693,1.6309,0.9209,2.864,2.9683,2.391,0.4749,0.6821,2.6887,2.3829,1.4149,1.5075,1.8711,1.3657,3.4072,1.7755,1.0504,2.2154,1.3004,3.1929,1.2124,2.0883,1.5202,1.8852,2.2031,2.7258,1.9842,1.9533,1.6008,1.5387,1.8417,3.0032,2.973,2.4072,2.2446,0.7618,3.8567,2.4674,0.764,1.2198,2.268,2.3841,2.9448,2.1786,2.8956,1.2366,2.6232,1.57,1.5439,2.2206,1.4802,1.7886,3.6992,2.3223,2.427,2.4662,1.9412,1.1556,3.1929,2.3069,1.9481,4.5218,2.7594,3.0933,3.5872,2.2196,2.4305,1.9053,2.4423,2.9573,2.9108,2.5971,1.2727,1.4108,2.0432,2.0066,2.6403,0.7265,1.9976,2.8895,2.7793,3.268,2.0902,2.0148,1.5013,3.1736,2.6403,2.7064,2.7538,2.3411,1.495,2.5348,2.7175,1.8893,0.7156
2023-09-22,3.09,3.3384,3.0388,2.3956,2.1939,0.7944,2.0404,1.7263,2.8911,3.2052,1.3513,3.7148,2.1358,2.885,3.0371,2.6941,2.951,1.4975,2.0836,0.4613,3.5977,3.4723,0.447,2.2227,2.647,1.3397,0.8268,3.1649,2.9777,2.6711,0.6108,0.7519,3.158,3.0717,1.6267,1.7541,1.8066,1.7005,3.2699,1.8868,1.2158,2.4831,1.4272,3.7962,1.5484,2.0893,1.5478,1.2584,1.9403,2.6364,2.296,1.8401,1.7152,1.5342,2.2457,2.9324,3.0323,2.6311,2.7411,0.759,4.5279,2.992,1.0627,0.992,2.5373,2.6643,3.1684,2.1348,3.1203,1.5873,2.1338,2.3245,1.7571,2.2289,1.9691,2.2658,3.6062,2.5868,2.1447,2.7023,1.9551,1.6947,2.4294,1.7949,2.0713,3.9407,2.9293,3.08,3.9188,2.2563,2.6377,1.9949,3.2123,3.8662,3.1894,2.6298,0.8529,1.4667,1.9612,2.4329,2.8432,1.3375,2.1746,3.5208,3.1615,3.3668,2.2331,2.4795,1.9214,3.363,3.0355,2.6206,3.1894,2.3625,1.881,2.375,2.6114,1.9994,0.8335
2023-09-23,3.0453,3.2699,2.5907,2.5638,1.6455,0.8248,2.34,1.6738,2.8066,3.1684,1.3315,3.6533,2.0266,2.73,2.5881,1.9869,3.2105,1.4882,1.2978,0.5274,3.3066,3.717,0.506,1.8645,2.7216,1.6309,0.3454,2.879,2.5361,2.917,0.5202,0.7446,3.2034,2.8052,1.3844,1.8225,1.8547,1.7122,3.0967,1.9412,1.0231,2.3852,1.4528,3.4405,1.6781,1.9595,1.2232,1.3419,2.34,2.3478,2.123,1.7322,1.8604,1.3635,1.8345,2.7651,3.3011,2.3591,2.2906,0.701,4.6275,2.8241,0.9451,0.9743,2.5075,2.5881,3.4803,2.198,3.207,1.7122,2.3602,1.578,1.7886,2.3234,2.1908,2.3535,4.291,2.8895,2.459,2.6206,1.7397,1.9002,2.647,2.0294,2.1616,3.8733,2.7495,3.0617,4.2493,2.2595,2.7355,1.867,3.3821,4.0,2.5361,2.4447,0.9497,1.592,1.9603,2.2852,3.0717,1.028,2.3535,3.6425,3.1946,3.6512,2.3852,2.6792,2.3167,3.2772,3.0453,2.6245,3.0568,2.3568,2.0807,2.6166,2.6127,2.0628,0.8741
2023-09-24,3.0469,3.2409,2.758,2.6337,1.8321,0.8443,2.3727,1.6553,2.7051,3.0064,1.4492,3.5025,1.6406,2.4977,3.0032,2.4783,3.0112,0.4497,1.8852,0.6041,3.5372,3.6555,0.4934,1.739,2.7608,1.4552,2.5753,2.9872,2.7189,3.0016,0.4813,0.7535,3.3048,2.8344,1.7601,1.354,1.8297,1.7647,2.8685,2.1338,0.8818,2.3245,1.4079,3.3535,1.7285,1.9274,1.4125,1.1687,2.3727,2.3467,1.6247,1.5988,1.7503,1.4612,1.6774,1.4184,3.2974,3.0601,1.7071,0.7322,4.5741,2.5817,1.0425,0.9818,2.4977,2.7836,3.1754,2.3267,2.9078,1.5934,2.3602,1.58,1.6144,2.3784,2.0941,2.6153,4.1573,2.6711,2.5361,2.6023,2.1085,2.1162,2.6219,2.3058,1.9886,3.7664,2.9809,2.9339,3.9603,1.5536,3.0274,1.9472,3.4863,2.876,2.358,2.4352,1.0496,1.8769,1.9976,2.1192,3.2827,0.701,2.499,3.771,3.1408,3.6361,2.1516,2.723,2.2906,2.9432,2.9667,2.5137,3.0355,2.7439,2.0798,2.1496,2.4807,2.0488,0.6033
2023-09-25,3.1186,3.4663,2.639,2.7693,1.0563,0.8692,2.3311,1.6767,2.8895,3.1649,1.2815,3.7214,1.8177,2.7202,3.0064,2.0093,3.3048,0.6722,2.123,0.6952,3.8146,3.8544,0.504,1.9595,2.5461,1.4752,2.8462,3.0225,2.6417,3.1237,0.414,0.6898,3.2608,3.0306,2.0845,2.5651,2.1526,1.8074,3.2753,2.0902,1.0777,2.453,1.5786,3.4484,1.2065,1.8539,1.666,1.5543,2.5997,2.6364,2.1182,2.1686,1.97,1.4184,2.0941,1.8098,3.5496,2.8895,1.7701,0.7397,4.6915,2.7355,0.9845,1.0243,2.5791,2.6914,3.4883,2.0979,3.029,1.6882,2.4626,1.8736,2.0506,2.2765,2.2992,1.3084,4.0226,2.4072,2.3841,2.951,2.2165,2.2227,2.3523,2.5026,1.7894,4.1256,2.4165,2.6914,3.9505,1.748,3.3422,1.9369,3.649,4.7208,2.867,2.3333,1.2497,1.8066,2.059,2.7665,3.268,1.0738,2.3795,3.7081,2.9002,3.5434,2.4352,2.8835,2.3933,2.5753,3.0816,2.7189,2.7495,2.6887,1.8217,2.6914,2.7147,2.126,0.432
2023-09-26,2.6075,3.2088,2.6166,2.6298,1.2758,0.4852,2.5186,1.7144,2.7106,3.1736,1.46,3.3764,1.9949,2.9872,2.861,2.5894,3.2918,1.0619,2.0386,0.6152,3.852,3.5641,0.489,2.42,2.013,1.5786,2.7879,2.9872,2.7106,3.0453,0.5944,0.585,3.3011,2.876,2.0469,2.3546,2.1201,1.8377,2.8536,2.1319,0.7322,2.3478,1.2371,3.3159,1.2316,1.9334,1.5208,1.8918,2.5765,2.2626,2.0817,2.127,1.7218,1.4618,1.9994,1.8678,3.7962,2.973,1.918,0.8986,3.6232,2.8285,1.1213,1.0995,2.375,2.5423,3.5167,2.0331,2.3356,1.8425,2.663,1.4894,2.4072,2.6832,1.9291,1.4231,3.8996,2.2916,2.1626,2.8685,1.4231,2.2092,2.6062,2.3636,1.6441,4.0582,1.8153,3.1356,3.7059,1.7086,3.2772,2.0221,3.5746,4.8173,2.5997,2.1417,1.2594,1.5562,1.7793,1.6323,3.4883,1.045,2.3546,3.8614,2.9761,3.2105,2.427,2.8081,2.1377,2.4459,3.2992,2.3795,2.9386,2.5881,2.1596,2.3807,2.3267,2.2436,0.4382
2023-09-27,2.2237,3.029,2.6298,2.6483,1.3154,0.3931,1.9913,1.8629,2.8095,3.4524,1.5853,4.0994,2.2723,2.8956,2.9093,2.864,3.6189,0.5721,2.1486,0.9128,4.123,3.4209,0.3475,2.5298,2.3613,1.7435,2.6193,2.888,2.8835,2.973,0.2647,0.6054,2.7879,3.0177,2.1867,2.8226,2.5361,1.9189,3.2735,2.1516,0.9372,2.3344,1.0859,3.029,1.457,1.9129,1.5833,1.8161,2.6617,2.3659,1.7457,2.2478,1.9308,1.5265,1.9231,2.059,4.0251,3.2123,2.6765,0.8986,4.3967,2.83,1.206,1.1057,2.9185,1.978,3.2301,2.1456,2.2031,1.9481,2.7286,1.9718,2.1328,2.5817,2.4518,1.3574,3.4964,2.7189,2.2906,2.9526,1.5361,2.1124,2.827,2.5436,1.7548,4.1626,2.1387,3.2176,3.9826,2.1666,3.2194,2.1338,3.363,4.8928,2.6536,2.2669,1.3321,1.7488,1.8409,2.013,3.2017,0.5047,1.6817,3.5893,3.1894,3.4072,2.3967,2.5753,2.5336,2.4977,3.2589,2.5714,3.0064,2.3784,2.2154,2.2895,2.811,2.2637,0.4278
2023-09-28,2.1114,3.0193,2.8358,2.8551,1.3359,0.3669,2.0788,1.6774,3.0161,3.3687,1.5773,3.6729,1.9129,2.9714,3.0241,2.6049,3.852,0.6742,2.2787,1.0559,3.902,3.7664,0.3387,2.0349,2.1008,1.7012,2.5361,3.0241,2.5714,2.8895,0.4415,0.6861,2.9494,3.0437,2.1918,2.5199,1.6969,1.8161,3.415,2.0441,0.8692,2.2175,0.7425,3.4583,1.157,2.059,1.7196,1.7785,2.882,2.6603,1.8281,1.6399,2.0665,1.5082,1.7732,2.0807,3.8403,3.2845,1.8074,0.8896,4.7937,2.5868,1.2452,1.1839,3.0984,1.3759,3.0274,2.1616,2.2669,2.0257,2.8775,1.9789,2.4435,2.5162,2.3625,1.2198,3.6707,2.7821,2.1606,3.0258,1.8547,2.0798,2.8476,2.6377,1.5575,4.3163,2.3602,3.1391,4.0429,2.0788,3.3141,2.1878,3.6318,4.848,2.9308,2.1456,1.4172,1.8637,2.0148,2.5537,3.0323,0.786,1.8058,4.0607,3.1701,3.279,2.1211,2.4734,2.3727,2.9154,3.1754,2.9047,2.8226,2.5587,1.8769,2.3864,2.876,2.2541,0.4704
2023-09-29,2.4758,1.7293,2.5958,2.6153,1.4143,0.3678,1.9155,1.5667,2.7258,2.7994,1.5767,3.3649,1.2056,2.8447,3.1118,2.0618,2.917,0.6383,2.3944,1.028,2.6914,2.9698,0.328,1.936,2.5336,1.2973,2.5714,3.1339,2.1656,2.9262,0.452,0.6731,2.499,2.5112,1.9665,1.5419,1.4722,0.9912,2.2563,2.0817,0.7947,1.2665,0.7114,2.7425,1.3685,2.0321,1.624,1.1872,2.1827,2.0432,1.8193,1.3969,1.9656,1.4534,1.54,2.013,3.697,2.6523,0.7129,0.5808,3.5393,2.6563,0.7857,1.2553,2.9588,1.4366,2.5174,2.3636,3.158,1.4343,2.775,1.9674,2.5112,2.7258,2.1716,1.2707,3.3122,2.5286,2.1114,2.7893,1.5374,1.6724,2.2938,2.3979,1.6969,4.2301,2.7037,3.1701,3.5641,2.4566,2.7133,2.0637,3.8054,4.4407,2.7425,2.5436,1.3901,1.4438,2.1153,1.5426,3.329,0.8961,1.9727,4.1125,2.8865,3.6382,2.3625,2.6576,1.8563,3.2373,3.1051,2.8153,2.8008,2.56,1.9922,1.8498,2.873,2.0665,0.5361
2023-09-30,2.2541,1.9129,2.7636,2.5236,1.4266,0.3319,1.8794,1.5641,2.6377,2.9526,1.7115,3.07,1.6638,3.0032,3.085,2.0395,2.6969,0.7848,2.3568,1.1377,2.7793,3.2608,0.4601,2.0039,2.5125,1.2437,2.4771,2.888,2.5907,2.827,0.4624,0.6163,2.5236,2.5676,2.034,1.2563,1.4685,1.2482,2.488,2.2489,0.6906,1.2722,0.8556,2.9032,1.4588,1.7367,1.5195,1.2553,2.4626,2.0276,2.1516,1.6219,2.2289,1.6525,1.5747,2.2352,3.4603,2.701,1.1151,0.5591,3.8356,2.399,0.8169,1.2978,3.0306,1.5833,2.6603,2.4037,3.0209,1.3057,2.3311,2.1536,2.5984,3.0339,0.7094,1.2931,3.1477,2.2971,2.1201,2.5436,1.6441,1.9771,2.7594,2.4258,1.9087,3.3745,2.3256,3.6318,4.0505,2.3124,2.6643,2.2394,3.8054,3.8852,2.5945,2.6337,1.4349,1.4649,2.0656,1.9815,3.6275,1.0964,1.8827,4.0865,2.3245,3.6751,2.3591,2.4722,1.8482,3.6189,3.2863,2.5663,3.065,2.488,2.399,2.9809,3.0883,2.2404,0.5434
2023-10-01,2.6219,2.1124,3.085,2.7147,1.586,0.485,1.9334,1.7457,2.686,3.085,1.7956,3.3159,1.9551,2.9139,3.158,2.0769,2.4495,0.922,2.3568,1.1915,2.8139,3.279,0.3585,1.7886,2.7793,1.4814,2.6955,2.5051,2.3568,3.0683,0.5158,0.6667,2.7439,3.2772,2.034,1.208,1.6497,1.2371,2.2992,2.3311,0.7053,1.3047,0.8409,2.4686,1.3305,1.9172,1.4248,1.3381,1.9922,2.1358,2.4855,1.3196,2.1085,1.8114,1.8361,2.4014,3.7281,2.4965,1.5113,0.6669,3.8031,2.465,0.7857,1.3321,2.73,1.6288,2.5753,2.2701,3.0112,1.076,2.775,2.0684,2.2478,3.1135,0.5746,1.3602,3.8662,2.3456,2.2616,2.7693,1.7533,2.076,2.7608,2.7272,1.8547,4.0839,2.4341,3.2283,2.6298,2.1807,1.986,2.4662,4.0429,3.902,2.9386,2.4341,1.49,1.4149,2.0572,2.6219,3.6232,1.1915,2.1182,4.2329,3.1118,3.8685,2.3693,2.5112,1.5753,3.6707,3.2626,2.9185,3.0816,2.5199,2.6377,1.4994,3.2088,2.1338,0.5434
