t,PEOPLEUSDT_PERP.A_oi,OMGUSDT_PERP.A_oi,BALUSDT_PERP.A_oi,RENUSDT_PERP.A_oi,CRVUSDT_PERP.A_oi,STORJUSDT_PERP.A_oi,RLCUSDT_PERP.A_oi,SXPUSDT_PERP.A_oi,KAVAUSDT_PERP.A_oi,RSRUSDT_PERP.A_oi,MTLUSDT_PERP.A_oi,DOGEUSDT_PERP.A_oi,BANDUSDT_PERP.A_oi,WAVESUSDT_PERP.A_oi,KSMUSDT_PERP.A_oi,ALGOUSDT_PERP.A_oi,MATICUSDT_PERP.A_oi,KNCUSDT_PERP.A_oi,ZILUSDT_PERP.A_oi,BLZUSDT_PERP.A_oi,NEARUSDT_PERP.A_oi,AVAXUSDT_PERP.A_oi,MKRUSDT_PERP.A_oi,SNXUSDT_PERP.A_oi,ENJUSDT_PERP.A_oi,ZRXUSDT_PERP.A_oi,FLMUSDT_PERP.A_oi,FTMUSDT_PERP.A_oi,UNIUSDT_PERP.A_oi,SKLUSDT_PERP.A_oi,TRBUSDT_PERP.A_oi,TRXUSDT_PERP.A_oi,BNBUSDT_PERP.A_oi,XRPUSDT_PERP.A_oi,NEOUSDT_PERP.A_oi,EOSUSDT_PERP.A_oi,ETCUSDT_PERP.A_oi,BTCUSDT_PERP.A_oi,LTCUSDT_PERP.A_oi,XLMUSDT_PERP.A_oi,LINKUSDT_PERP.A_oi,ETHUSDT_PERP.A_oi,BCHUSDT_PERP.A_oi,ADAUSDT_PERP.A_oi,XMRUSDT_PERP.A_oi,DASHUSDT_PERP.A_oi,ZECUSDT_PERP.A_oi,ONTUSDT_PERP.A_oi,ATOMUSDT_PERP.A_oi,XTZUSDT_PERP.A_oi,IOTAUSDT_PERP.A_oi,BATUSDT_PERP.A_oi,VETUSDT_PERP.A_oi,QTUMUSDT_PERP.A_oi,IOSTUSDT_PERP.A_oi,THETAUSDT_PERP.A_oi,AUDIOUSDT_PERP.A_oi,SUSHIUSDT_PERP.A_oi,COMPUSDT_PERP.A_oi,RUNEUSDT_PERP.A_oi,DOTUSDT_PERP.A_oi,FILUSDT_PERP.A_oi,AAVEUSDT_PERP.A_oi,UNFIUSDT_PERP.A_oi,GRTUSDT_PERP.A_oi,DEFIUSDT_PERP.A_oi,GTCUSDT_PERP.A_oi,YFIUSDT_PERP.A_oi,LRCUSDT_PERP.A_oi,SOLUSDT_PERP.A_oi,EGLDUSDT_PERP.A_oi,ICXUSDT_PERP.A_oi,OCEANUSDT_PERP.A_oi,ROSEUSDT_PERP.A_oi,OGNUSDT_PERP.A_oi,BELUSDT_PERP.A_oi,CTKUSDT_PERP.A_oi,AXSUSDT_PERP.A_oi,MASKUSDT_PERP.A_oi,ALPHAUSDT_PERP.A_oi,ZENUSDT_PERP.A_oi,BAKEUSDT_PERP.A_oi,1INCHUSDT_PERP.A_oi,LINAUSDT_PERP.A_oi,CELOUSDT_PERP.A_oi,GALAUSDT_PERP.A_oi,CELRUSDT_PERP.A_oi,DGBUSDT_PERP.A_oi,REEFUSDT_PERP.A_oi,ANKRUSDT_PERP.A_oi,CHZUSDT_PERP.A_oi,LPTUSDT_PERP.A_oi,ALICEUSDT_PERP.A_oi,1000SHIBUSDT_PERP.A_oi,SANDUSDT_PERP.A_oi,RVNUSDT_PERP.A_oi,SFPUSDT_PERP.A_oi,LITUSDT_PERP.A_oi,XEMUSDT_PERP.A_oi,ATAUSDT_PERP.A_oi,HOTUSDT_PERP.A_oi,STMXUSDT_PERP.A_oi,C98USDT_PERP.A_oi,ARUSDT_PERP.A_oi,MANAUSDT_PERP.A_oi,ONEUSDT_PERP.A_oi,HBARUSDT_PERP.A_oi,CHRUSDT_PERP.A_oi,DYDXUSDT_PERP.A_oi,COTIUSDT_PERP.A_oi,DENTUSDT_PERP.A_oi,NKNUSDT_PERP.A_oi,IOTXUSDT_PERP.A_oi,CTSIUSDT_PERP.A_oi,1000XECUSDT_PERP.A_oi,ENSUSDT_PERP.A_oi,KLAYUSDT_PERP.A_oi,ARPAUSDT_PERP.A_oi,ANTUSDT_PERP.A_oi
2022-10-17,570086333,4295368.8,991188.0,34535387,28774791.8,10589757,3990299.9,16987821.7,4016458.2,3630914619,4329292,860814163,4780342.6,6408260.6,231954.6,56970706.5,101763162,14805393,274410966,60053964,12245552,3025609,28362.548,9101684.4,17400646,13957349.8,57388648,92046893,3838785,114118206,657082.3,514045379,488490.53,350905992.3,953892.43,48809753.3,3569684.28,156452.751,830604.347,183430368,6893946.86,1154853.887,450077.598,243480338,104637.385,179433.033,174145.887,18369485.1,3699776.26,7523972.0,31057181.7,18585774.8,376651629,1823518.1,379506285,13149012.2,23744113,21389121,226820.893,9413111,16252737.4,7239708.4,279775.9,1896283.8,87568105,2474.776,2009260.1,997.885,27314143,3406402,287009.3,12832664,20830210,119324921,37471659,8700736,4406596,2876555,2825694,45184485,233817.6,15272956,18205559,726335019,6484124.1,450220558,193942512,254342669,5736908111,205841050,243603364,330478.5,4345042.8,2929038637,32987464,376300494,10155398,18139196.5,85118998,25524664,2431845136,320414756,15648830,1347826.6,28717558,325217928,147740683,37113925,16274782.9,58139669,4813230902,28953277,117139107,14174038,83019729,2294817.3,50028527.6,319069770,1535702.1
2022-10-18,586048572,4228736.4,1142391.0,32771365,27058679.9,15920005,3626561.7,16562278.1,3844948.6,2785784502,3847953,878461748,4043515.9,5687734.6,228895.0,53530231.5,106414779,14398780,396566352,59423654,12946697,2965171,25938.6,7452408.3,15677563,12232930.0,52410380,88658316,4061503,124649607,624781.6,499643827,491093.1,336000861.3,894339.93,47695773.5,3494692.28,152650.565,830599.746,187496572,6750879.22,1124708.032,457365.609,269032745,112913.926,182202.257,169863.854,17470592.5,3385345.64,7517748.1,31013829.4,18491013.2,381183354,1752004.1,360792558,13226450.2,20607519,21794018,223766.429,8678800,16143120.3,7306381.9,303155.5,1691488.3,95033833,2347.756,2062823.2,1002.671,26715121,3499593,300510.2,13050562,77795200,109834039,36232929,7682198,4231007,2881343,2861871,42566466,236504.1,12728128,18328782,640666437,6521251.1,491431129,185214505,240083957,6618772369,776582013,237002634,345875.3,4200483.5,3036080025,30239847,379162742,9120351,14707573.2,85888059,27440791,2279527547,305087284,15646853,1415963.3,27367334,325346761,135111783,35743876,20420944.6,52440415,5000417334,26103833,118808978,13729210,72445763,2094219.9,46039772.0,211670207,1517324.5
2022-10-19,688911908,4387458.2,2869623.8,51732992,25816357.2,13233565,3610355.6,15942414.7,3743990.6,2569935847,3682072,890652523,3970863.6,5754884.8,234731.4,53188876.1,110926013,14373245,360005344,56983541,13647071,3188834,26591.679,7232205.5,15138785,12967304.6,52039588,92088577,4538624,129721167,566279.4,506497260,497880.83,342226731.6,944028.15,48098025.7,3380691.11,154013.395,821536.576,196752230,6662825.4,1157829.584,463216.236,279465150,123150.904,175067.677,180791.661,17826941.5,3106350.98,7481359.5,30437284.8,17986980.4,371297624,1749821.9,366232231,13228542.3,21436926,21968245,205488.612,8733972,16465405.5,7608425.8,374377.3,1652647.9,96971841,2341.192,2224232.2,1005.018,26730197,3915461,311145.9,21626587,49820005,132536888,37770021,7286281,4257218,3487468,2812876,38065795,251087.3,12323516,19574531,630076882,6742632.9,481415136,194546016,227826668,5232086932,445874869,237000980,314684.7,4360406.0,2883550161,31927048,347387091,12047537,13283381.9,90531011,20821607,2389996914,287588246,16377735,1298981.1,27331361,364811943,130082839,35260662,17568651.8,56215620,4930433904,25161555,115948263,13839553,73039909,1830544.1,43967896.7,166099254,1629358.3
2022-10-20,618362911,4396003.0,2693603.2,44955574,24316030.0,12821950,3828414.2,15771717.8,8415311.2,2506331360,3620901,878856968,3789681.6,5634949.9,240159.7,53606974.5,103696320,14474379,345609493,55198832,12894673,3212164,23727.694,6393680.3,14955735,13287642.2,53274429,97424025,3959472,120900456,579343.8,522328889,518425.57,352965825.8,957331.08,49714464.7,3686436.36,156774.502,860771.771,197079943,6676618.19,1180426.96,474544.056,287368681,118414.649,184535.183,176781.764,18211925.9,3363171.65,7804766.6,29915282.6,18465957.9,379761746,1751692.8,359066012,13079476.7,22375496,18782959,209206.174,8636680,18178810.3,7722356.3,348165.9,1714591.3,95052004,2686.378,2139608.7,1037.989,26878748,4446914,357550.1,18635209,47525659,131662473,37668082,6814542,4528808,4350557,2784926,36222861,274168.0,12455858,19762442,860435076,7092440.5,453491299,191425893,251836168,4244493888,394931304,245936973,348573.1,4409346.3,2888949085,31690479,377943059,11015054,12924371.5,87211897,23331141,2417776827,307803558,17276107,1223229.2,29368529,377683347,131230205,34532929,14676309.2,53537648,4863285666,28435319,120298669,15036330,73875799,1519910.0,43544916.8,162188427,1593006.7
2022-10-21,580545929,4471473.4,2069459.7,43205648,29880635.0,11733185,3820850.3,16431237.4,7148355.0,2297589924,4108338,848723741,3854274.4,5521335.4,270700.2,53222530.6,91782022,14497739,325739318,54559938,12748360,3102325,20945.737,6297340.3,15475583,14114106.1,55527301,99492449,3954836,120469148,578601.3,500480535,502512.88,367840347.4,981043.0,51088029.8,3734099.82,150110.755,850809.439,194717651,6298329.33,1145619.78,459351.762,281923440,120152.336,179880.39,176579.933,18455542.9,3325157.55,8058585.5,29785277.5,18311900.1,372769903,1807492.6,345304057,13116338.2,22515796,18783567,203716.869,8898389,19140545.5,7927422.8,327187.3,1736997.7,93669455,2888.985,2151028.1,1100.656,25923065,4472054,285852.4,17418272,35473028,121800497,39385373,7348870,4268808,5462044,2787187,34411301,274257.4,12293663,17971134,830931500,7981523.4,473733467,188270568,245663186,3787253894,347629500,301840118,331031.2,4543151.0,2836377778,33786248,351967570,13133465,12189368.1,85878362,40338295,2432138742,304591016,16896428,1285365.5,30367398,364890956,127513792,37149998,13507852.5,54949727,4878957341,26378734,117510215,14935288,74323650,1479648.5,145585059.4,148445063,1566466.7
2022-10-22,556988877,4296756.4,1877434.7,40560235,25524343.8,11543930,3954543.5,16694942.0,6431413.7,2394682035,3866325,870411592,3780972.9,5461927.2,285615.9,52436770.4,95937883,14978419,318224299,53985007,13051355,3065928,19284.059,5727219.4,15880013,13858806.7,54425380,93363264,3757147,121190886,584887.6,483680074,494657.01,356480113.9,1047599.55,50261717.4,3984689.38,150583.677,921937.431,188584361,6279596.07,1264035.28,455584.277,280553535,115957.658,183660.882,188714.619,19818378.5,3082112.54,7827977.0,28274766.5,18059580.2,367973872,1908350.5,365574222,12755105.0,22590391,19568413,195424.272,8813059,19557358.7,8052546.9,322596.6,1734013.5,98124934,2783.448,2234790.1,1137.982,26580356,4608292,254889.3,17056374,34533330,133498245,38958098,7740778,4160472,5416016,2748161,35327490,265999.9,12491294,17292804,824246913,10560508.1,473604345,196057199,236724605,4116918505,346540332,281177238,332886.7,4510840.1,2772055035,33173193,331055834,11542595,13626782.2,82391533,38262100,2590796636,303716120,16626501,1200915.2,29766032,365181644,120922182,38365562,13540844.0,56017552,4787189336,25492260,119821957,15720786,69344291,1491466.5,135079392.1,146167295,1516882.4
2022-10-23,542408221,4495870.2,1685364.6,34381019,25331631.4,10665190,3772634.0,16799027.3,5867811.3,2713381436,3785415,902195431,3691294.6,5595538.5,263203.9,52256950.6,107319050,14899046,320862369,52831912,12296171,3036233,18284.004,5503273.3,15755598,13843991.4,53971823,94271795,3697513,124705880,546196.6,471334899,489350.57,332950517.6,1596664.19,50147522.0,3653809.54,161041.448,940168.033,186944091,6408952.66,1329003.183,447451.761,270141107,113639.184,174101.16,187282.087,18571846.3,3021963.11,8188145.7,28548354.6,18911354.4,369361635,1856198.8,375897399,12598627.8,24265471,20920903,196811.106,8742651,18823344.5,7923106.1,337386.6,1667581.5,95580143,2593.596,2156951.4,1139.379,27101665,4113883,250644.7,16425020,34174369,131229943,41376340,7037152,3971156,5021683,2827414,39033563,261534.0,12786675,17536002,683019371,7198724.7,463349611,215555183,251737591,3759115297,297069303,246712672,348015.8,4575156.1,2941406190,32671801,315849943,10994050,13265609.7,82155117,34963119,2600515816,313745719,18640542,1320331.5,29754938,351854695,116795122,37713170,13037050.9,52555659,4928764422,24218682,120787948,14600995,64126550,1469611.2,171786691.0,145975944,1502850.3
2022-10-24,553667154,4461565.6,1459622.7,31346682,23301603.8,10916671,3804074.1,16860713.1,6915154.4,2944825496,3904560,916689704,4144800.8,5864143.0,297348.9,55178321.2,130547966,15107833,319670745,52184493,12716846,3113166,16943.766,5070205.2,14834812,13958635.3,51530259,92115843,3644715,120137221,545496.9,495104492,482313.37,331599571.3,1175024.0,47182186.1,3659726.34,146293.728,887789.879,189059838,6288462.44,1249094.622,448026.86,263413825,112765.489,170922.493,192168.97,17830315.7,3026188.87,8706484.0,29313142.6,18113992.5,372589206,1770634.7,373213209,15523895.3,23443147,20332816,196202.34,8408997,18172626.1,8026592.9,309227.6,1643527.8,92145552,2678.437,2269699.0,1118.918,27092345,4422938,322344.6,16562266,29112482,126894555,39270210,7161614,4069506,6475012,3093536,32814749,263241.7,12717777,16919279,673882937,7363362.2,427620095,193010488,244684304,4089179381,273320500,291266722,364134.8,4517462.8,3040764456,32088525,346573315,10393617,13159047.4,81782663,36405917,2617516994,302042365,22808602,1097596.7,27768321,352278147,116691866,36981583,13458065.0,54538714,5098662046,24469703,114635896,14453062,62689738,1441131.4,223184233.0,155450687,1672588.5
2022-10-25,544043021,4399675.3,1516759.2,33336241,22303180.7,10271871,3991527.6,17573898.7,6839019.9,2502934573,3706749,1094614721,3644754.6,5404506.6,253950.9,76227494.3,123244574,14592794,305140913,51639947,12228533,3040676,14491.974,4851101.2,15864526,13853750.8,52070862,90826327,3923776,119384057,514767.7,472885841,525309.12,330163640.3,1056731.76,44214891.8,3421827.27,164610.42,913631.305,188057630,6350696.89,1295438.313,425664.381,300073400,108055.882,173530.546,195113.395,17068797.7,2908843.01,8326438.7,29106777.6,17121136.3,376264207,1701726.9,356288074,16885132.2,23195121,24419652,217031.258,8645536,17820576.3,7542138.0,273063.9,1607614.7,92932181,2402.914,2269716.7,1232.537,28598267,4242287,282645.1,16205692,26251881,126048853,38323567,6819842,3705364,5643942,2976813,34164254,265236.8,13061629,16002218,658914434,7017820.0,416356504,186536038,236988661,3618048995,250966698,267147252,338123.5,4601364.7,3146768937,33152070,366479626,10553172,13096085.9,78414240,29420378,2625008805,282857573,22150550,1073423.5,25983144,393804729,112800542,35533192,12322165.7,53334788,4905729204,26909330,107740757,16756023,65527580,1276720.8,166123818.3,131990396,1512268.9
2022-10-26,519029763,4469324.8,1433812.1,33252398,23020502.0,10279354,3790652.4,17287502.7,7424781.6,2369847451,3543944,1718538141,3680495.3,5341811.0,254106.4,67351688.1,121049422,14767372,299682063,52420270,12308580,2933205,14710.833,5147957.6,16803813,13911647.1,51690333,95468176,3850096,112822214,506973.7,478890428,531031.06,333184066.4,930349.55,43577826.1,3176446.89,166689.582,918855.421,189898780,6533450.0,1274593.898,424029.284,277971163,105522.498,191451.052,193307.114,16914041.0,2891342.22,8925112.1,33225152.6,16844892.6,388936858,1779584.8,366849731,16759410.5,22844587,24449231,214443.332,8266327,16728264.9,7709046.9,254951.6,1580916.5,94031662,2476.957,2292767.6,1165.722,27162309,4000554,272283.2,15576450,22702460,128190615,39174649,7402282,4031853,4962517,3396506,34527644,262773.6,12718625,17563434,676316466,8107746.4,414872613,181581149,232068860,3490839347,227575359,249828503,358065.7,4664083.3,3598859978,34268332,377917562,10600771,11913816.2,78529957,26069221,2579668539,304694524,19695856,1061054.2,25439183,387836507,130728762,33733070,14118763.2,52720524,4656103652,26431107,109591802,15734918,64280897,1230743.3,155880489.4,124438536,1575078.3
2022-10-27,504730012,4670976.8,1472868.8,31230074,22588366.2,10651870,3743976.8,17661088.5,6715371.6,2297358545,3370851,2050894324,3572408.4,5453685.2,240173.3,58475301.1,111307046,13680450,274782471,50714091,11657407,2883205,14422.598,4913207.4,15201060,12569589.7,53937460,89370152,3916214,118029457,502274.5,481800021,512177.66,310781786.4,871308.21,45817423.7,3121369.67,151942.792,878087.515,190846956,6646352.02,1243887.393,420388.926,254529070,105319.194,180958.634,188089.377,17295449.3,3128690.12,9178012.6,31470771.4,18144165.1,389257897,1695337.5,363471653,15172504.5,23601534,22540873,192239.673,8601466,16134111.1,7757948.7,247634.6,1568664.1,97444884,2242.046,2356376.5,1125.683,26668089,3912544,258379.0,14690862,43678992,126342632,38422059,6725464,3833857,4421174,6190340,33830199,257032.6,12820178,16759175,670507285,9320342.1,394754012,197779228,234388151,3584878056,222229224,239690093,338274.5,4586093.5,3661045560,33833145,339921586,10440380,12114176.9,79534261,24693931,2554450611,304550589,21042522,1020489.9,25520914,419496508,124384436,36804764,13893030.7,50424122,4755982745,26231637,109641281,16139297,62802598,1171906.6,204473351.0,114972656,1430469.4
2022-10-28,488398762,4708570.8,1312512.1,31592698,24012256.1,10693141,4289005.1,18970933.6,6388372.9,2448062159,3399008,2420077550,3894696.7,5587123.5,247630.6,55281038.4,114819485,13985173,280937110,52825496,11769909,3254843,14253.328,4893475.7,15761539,14149879.1,55932456,93764007,4061068,114898798,537349.2,475793646,589473.12,308039380.2,859542.39,45967195.9,2982595.39,147036.183,834616.524,193987284,6423026.32,1186295.41,415652.499,245687671,102592.591,171403.199,190308.795,18988608.7,3455662.17,8970457.3,29636510.7,18589276.3,399504102,1723995.9,379881760,16478844.7,24322554,23274725,185598.652,9173366,16093716.1,7562019.3,243471.8,1623114.2,96932835,2168.147,3700687.4,1106.652,26720722,4329772,263475.2,14620982,52288670,123820394,36916799,7286125,4005432,4050978,13323329,34114937,266542.2,13571788,17059748,693358569,9772161.0,409270928,203080801,246154027,3497744298,232271578,245428434,331680.2,4744674.6,4773036294,34835679,349555996,10369711,11242220.2,79911145,25871029,2490793666,319539083,27812923,937924.7,26242187,491362365,122097797,36150723,14430043.8,52991962,4595421283,25524613,110307509,17388136,65327737,1121473.1,171194276.7,115365856,1596633.0
2022-10-29,587059642,4739955.7,1195341.1,29928246,22852339.1,11205164,4010377.9,18540097.5,6183658.8,2219500530,3702574,2304629874,3733959.9,5578069.5,246776.8,53351224.0,107584843,14397954,317577422,50221205,11791684,2965154,13912.381,4886686.1,15653619,14930521.2,53344426,93698166,3751835,120718955,497871.0,476907901,569373.34,299239793.0,853049.36,45190102.1,2817703.3,152876.186,831712.767,186587637,6942869.78,1227999.01,419953.244,231474185,100158.151,180463.288,196566.258,17720888.1,3338908.51,8898602.5,28884156.4,19348685.6,406785198,1606771.9,402491354,15412998.2,26182838,21964586,198814.429,8619077,15818832.6,7838534.1,243644.8,1625938.0,103910461,2069.022,3249394.6,1147.831,26139305,4156403,256796.2,14984219,35275633,116835454,37327832,6941518,3824169,3458504,14024996,36493910,274343.5,16332510,16387730,654430282,9778657.3,422643881,211423334,236285111,3053105834,211059556,233036539,348152.4,4652524.1,4308454697,33467125,353826539,9725666,11829891.9,80114094,27060280,2897044160,342418477,29382982,887908.5,26965371,482662856,119488807,33399012,12611592.5,52427633,4682715117,25873149,104425893,17019026,70509528,1091865.0,168434838.9,114729032,1474944.3
2022-10-30,546019701,4834574.2,1219105.3,29032168,23808428.6,11592559,4074471.6,18696259.1,6420321.8,2158726520,4054037,2242302380,3355342.8,6054466.5,243456.7,60661954.7,101238510,14553304,309380515,48286486,11681897,2827832,13321.619,4668838.5,16627992,16353448.2,54041530,106423261,3844315,114573001,489059.6,463122408,611534.83,296281265.1,832219.46,43798924.1,2696775.02,144065.581,815097.377,190241771,7730967.35,1234090.917,411693.916,223165810,102681.684,168249.428,193615.712,18059755.2,3429646.9,8502209.5,28079800.5,18549541.5,393843699,1618791.3,394447163,13904209.8,25447530,19332043,192818.553,8517563,15891344.9,7284055.0,236930.4,1592596.6,96394812,2237.948,2559940.7,1109.599,24886976,3957830,279021.1,15508294,33754616,116189484,38717170,6797613,4094276,3267086,11031877,36995383,269997.6,14720389,16442043,686431827,9850300.3,650261682,229162955,241207552,3023139948,209962131,333220045,335339.2,4811162.5,4176169259,37790773,332186645,9067404,10608032.1,83108862,23738295,2531671919,349364826,28690087,833698.5,28291473,481344244,112195719,35834184,12026940.9,50687558,4664036814,24935105,105457284,16328714,67298785,1035860.3,136607195.8,102682526,1476465.3
2022-10-31,523524410,4990396.8,1227952.3,34753596,25196345.3,11125220,4143904.5,19291295.7,6680437.3,2091765263,3549023,2327509245,3628734.2,6060881.4,278448.0,78475577.5,97888396,14557406,304135747,50660525,11639611,2903787,12765.135,4759402.6,15061071,15444997.4,58232889,110471405,3660436,116570542,497323.6,460192592,650235.47,308578366.1,792277.65,43289618.8,2679649.43,134366.019,794157.463,190538929,8260021.84,1183445.903,410870.595,222093931,102218.846,181279.808,192505.203,17993681.9,3671262.76,8430471.5,26604159.1,18766950.8,429572683,1594395.3,386830419,13015208.3,23126842,19047934,186624.509,8698708,16057612.6,7321268.0,230888.1,1592108.4,97935707,2440.064,3000011.8,1070.444,26490167,3957688,247063.8,15184634,29583699,111665725,40066782,7749417,4413294,3153853,10212412,37850442,274174.9,15353838,16374007,671867929,11241046.9,550010914,244665522,233349250,2820593448,210682532,287131097,332052.5,4653120.8,4262421680,38423974,305442857,9052402,17288325.8,80899469,24613839,2474281970,350645527,28717882,852136.4,26825072,488594810,133057431,36369308,10665324.7,50228230,4512864460,26321488,111789640,17048512,64773287,1049525.8,132162385.2,100609453,1599608.3
2022-11-01,571093718,5989240.9,1262800.4,31946333,28736609.9,12724720,4491956.6,19955271.1,6502436.3,2048021630,3625568,2603711717,3675786.6,6004775.1,330550.6,74313275.8,96170956,14523880,307840152,51402490,12682856,2857296,12849.096,4940024.0,15968864,14887572.3,56454117,115424933,4257094,119811980,520228.2,440897866,617292.51,299510812.3,783971.84,41537351.2,2798029.49,135158.646,819748.934,186531502,8128049.05,1172658.154,422517.19,220474166,110281.413,193453.742,230650.325,18475078.9,3705347.31,10028909.6,25569324.2,19489632.4,431953176,1707057.7,433886116,14336418.3,29014499,18938702,228012.754,9088685,15467205.4,7594763.9,247706.9,1681672.5,99374867,2237.714,3064566.1,1176.203,28915957,4066942,286023.0,16017040,28289752,111932230,42420672,7436425,4465437,3334823,10797911,38769583,302281.7,14045237,15117393,658450423,11143427.1,537045802,239857283,247704284,2888653047,235334021,284563042,348313.2,4572749.5,4583114884,37948151,295839884,9438683,12692620.0,85715967,24713818,3180296784,671422607,29156688,787841.2,29377277,506371549,134119609,36732253,10901120.9,48946871,4869724515,25070896,143134764,17981341,66023656,1231503.7,133825174.9,100839761,1490159.9
2022-11-02,852023043,5428504.3,1362146.7,27656363,28439923.2,11073199,3914086.1,19099643.5,6659188.4,2003809457,3332856,2002900170,3543277.4,5763508.5,315798.5,72668956.7,82138084,13500535,274805483,56174102,13276539,2583508,12153.742,4454151.4,15519419,15097612.3,50736835,114452895,3797022,113110410,485495.2,425708739,592868.45,295822660.9,762686.08,40678314.3,2918571.97,129815.544,1091358.472,184866470,7901646.78,1095189.251,406006.447,215899539,103682.755,181497.811,199083.603,18713531.7,3002363.6,9895406.5,25622922.4,26203360.6,411513435,1615771.2,404051825,13282065.8,22635864,17607381,243965.947,8742311,14999482.2,7336108.5,219726.8,1598217.1,89454849,2061.65,3230109.9,1044.406,31282851,3587009,243628.8,15368708,28206303,106151274,38666535,6349185,4423747,3503331,20877321,36781051,275495.4,13696288,14377849,581110155,10839655.9,528576595,235345428,228154012,2749470583,218380083,300104687,328892.3,4570004.6,3683727863,37434752,307430782,8184160,13724186.1,79917184,23253540,2659202550,425196198,27639664,943259.3,32023333,482698419,122516120,36165822,11203412.6,45984442,4968071905,24922741,130229150,16910528,70929423,1115208.2,127723445.4,100955691,1782270.9
2022-11-03,774453129,5583961.0,1277570.7,31170286,27311767.1,12787732,3970167.7,19483804.0,6775681.7,1991663498,3931028,1994478921,17884542.7,5836866.2,294369.6,78015832.7,93660226,14245862,287480398,51722175,13064204,2615636,11526.752,4407904.7,16096525,16401166.9,57851829,132661141,4149468,134313110,512483.5,430179432,646551.04,277412275.1,817177.2,40035353.6,2634544.05,129505.705,1004969.29,190132219,8134820.88,1059294.796,402011.229,221312745,100136.643,182687.574,218998.779,19562903.5,2916838.01,10546137.3,26102214.0,23319521.8,423415279,1710858.2,415726366,14512641.9,20800411,17632251,226931.489,9212456,15102709.2,8753503.7,225303.8,1526788.2,96882471,2423.7,3887823.1,1050.592,31849499,3681192,268275.6,16426288,48596772,114833076,38359959,7686446,4920948,3539506,19925371,42409752,302121.0,15546810,14591127,626428477,9610608.0,1164930167,278015857,234280311,2506076349,232372726,282729941,371178.0,4919680.7,3741530108,38423427,318916545,10575227,14510799.5,85000114,26045337,2662695949,451232403,23374002,1607461.1,33698062,505253796,126599328,40520818,10912298.8,50256706,4812982714,67038401,159074898,24061933,71719323,1074368.0,114610311.3,129804278,1815363.1
2022-11-04,762714910,5749957.7,1177313.7,44134725,29431682.2,13072981,3967438.9,22331578.3,6167585.0,1977848123,4914632,2032642130,19895447.0,6364775.6,281122.2,90492113.1,137811955,14757836,344896665,56284227,12683014,2642919,11020.299,4654222.7,16605980,16829155.4,59397347,144600604,4168127,126046572,468892.3,428800914,704774.36,322510238.8,824952.56,41846071.8,2578037.9,142092.782,1044769.692,172986971,9105651.53,1182735.822,439387.341,208689262,102272.756,182855.743,203300.748,20306563.2,3213076.46,10738241.1,25009891.7,21560560.3,474868000,1882303.8,464383351,14059278.6,22925570,16935334,240981.185,9246084,15539995.2,8534387.2,263654.2,1621537.8,119442445,2491.119,3747374.6,1094.192,57883335,3770577,258685.2,17871550,48668805,126657198,37571972,7351603,4205470,3423913,13689034,33028992,296118.2,15260208,15762416,679062873,9935648.2,861909141,281419470,308074423,2812504870,230594112,266297971,364651.9,4715222.3,4108891981,38894417,323855923,10203652,14214189.6,86788558,28221293,2667365758,483214605,23691971,1461021.7,32264359,465964295,157652088,37377921,12318027.2,52113215,4693553584,62347883,147471208,21404148,75761802,1070404.6,110890898.1,127286113,1817449.1
2022-11-05,796988336,5617159.7,1171089.6,37118615,28761492.9,12561576,3814976.2,22350931.9,6135072.6,1940865382,4525913,1979190259,17540933.9,5907954.2,322347.6,92021958.0,114841958,14109443,345512964,57985716,12257391,2684097,10902.017,4527391.3,16432519,16576616.6,51765870,140714224,3968318,118712477,445933.8,438886688,676531.05,304496224.7,855989.6,42918559.0,2618430.65,147895.399,1128328.993,167656694,8920397.37,1169209.154,438778.885,209022134,102912.641,187012.42,201144.772,18809270.0,3263955.06,10638039.4,25470789.5,19553557.0,487244792,1916082.8,492643623,14189581.1,24859219,16577723,241830.1,9224547,15177955.6,8572260.3,263381.9,1512622.0,121614383,2171.571,3412241.6,1125.661,52005386,4414313,252845.6,19248330,53352997,120281512,36909066,6483417,4079140,3713499,13831354,32803655,274938.9,16179911,15451978,638446754,9968125.9,731157356,288299292,270489788,2395052559,210506845,285922593,350285.6,4660742.1,4207329297,41166699,351188095,9658859,13083014.1,96573261,22109463,2741958051,520651259,24664161,1284907.6,34374158,450498371,157603501,34976787,11547000.4,49404334,4737897754,54600155,233953932,18853258,80089574,1168853.5,108001473.8,116660163,1560144.3
