t,BTCUSDT_PERP.A_close
2022-11-18,16689.7
2022-11-19,16692.9
2022-11-20,16272.6
2022-11-21,15773.0
2022-11-22,16220.6
2022-11-23,16595.8
2022-11-24,16592.4
2022-11-25,16516.1
2022-11-26,16449.2
2022-11-27,16422.6
2022-11-28,16204.5
2022-11-29,16433.2
2022-11-30,17153.3
2022-12-01,16970.5
2022-12-02,17083.0
2022-12-03,16879.5
2022-12-04,17099.5
2022-12-05,16958.3
2022-12-06,17078.6
2022-12-07,16828.0
2022-12-08,17216.0
2022-12-09,17122.0
2022-12-10,17120.0
2022-12-11,17077.3
2022-12-12,17200.0
2022-12-13,17777.1
2022-12-14,17803.9
2022-12-15,17351.8
2022-12-16,16624.1
2022-12-17,16768.0
2022-12-18,16730.3
2022-12-19,16429.2
2022-12-20,16887.2
2022-12-21,16819.6
2022-12-22,16815.5
2022-12-23,16776.4
2022-12-24,16828.9
2022-12-25,16824.4
2022-12-26,16912.9
2022-12-27,16698.2
2022-12-28,16539.0
2022-12-29,16630.3
2022-12-30,16601.2
2022-12-31,16537.6
2023-01-01,16610.3
2023-01-02,16666.0
2023-01-03,16667.2
2023-01-04,16842.1
2023-01-05,16823.8
2023-01-06,16943.8
2023-01-07,16936.5
2023-01-08,17124.7
2023-01-09,17169.7
2023-01-10,17428.8
2023-01-11,17935.7
2023-01-12,18838.0
2023-01-13,19924.2
2023-01-14,20962.8
2023-01-15,20882.7
2023-01-16,21188.3
2023-01-17,21130.9
2023-01-18,20680.0
2023-01-19,21068.3
2023-01-20,22661.1
2023-01-21,22781.9
2023-01-22,22704.6
2023-01-23,22913.1
2023-01-24,22627.4
2023-01-25,23060.6
2023-01-26,23001.9
2023-01-27,23068.0
2023-01-28,23015.9
2023-01-29,23740.3
2023-01-30,22819.9
2023-01-31,23119.4
2023-02-01,23730.0
2023-02-02,23493.1
2023-02-03,23424.7
2023-02-04,23322.6
2023-02-05,22929.2
2023-02-06,22757.7
2023-02-07,23234.1
2023-02-08,22955.9
2023-02-09,21793.4
2023-02-10,21618.6
2023-02-11,21851.3
2023-02-12,21771.1
2023-02-13,21766.2
2023-02-14,22187.4
2023-02-15,24332.6
2023-02-16,23526.6
2023-02-17,24581.5
2023-02-18,24636.9
2023-02-19,24265.9
2023-02-20,24849.9
2023-02-21,24443.4
2023-02-22,24171.3
2023-02-23,23928.8
2023-02-24,23175.6
2023-02-25,23146.2
2023-02-26,23545.3
2023-02-27,23480.0
2023-02-28,23129.6
2023-03-01,23619.8
2023-03-02,23457.1
2023-03-03,22342.8
2023-03-04,22335.7
2023-03-05,22419.4
2023-03-06,22397.1
2023-03-07,22187.1
2023-03-08,21695.4
2023-03-09,20348.3
2023-03-10,20140.3
2023-03-11,20447.3
2023-03-12,21986.2
2023-03-13,24119.5
2023-03-14,24682.5
2023-03-15,24288.0
2023-03-16,24990.4
2023-03-17,27384.0
2023-03-18,26907.0
2023-03-19,27955.7
2023-03-20,27704.1
2023-03-21,28091.1
2023-03-22,27233.8
2023-03-23,28284.1
2023-03-24,27438.9
2023-03-25,27447.3
2023-03-26,27954.3
2023-03-27,27112.0
2023-03-28,27249.7
2023-03-29,28338.5
2023-03-30,28015.0
2023-03-31,28454.9
2023-04-01,28443.8
2023-04-02,28161.2
2023-04-03,27786.1
2023-04-04,28155.2
2023-04-05,28154.0
2023-04-06,28022.8
2023-04-07,27890.7
2023-04-08,27924.9
2023-04-09,28309.4
2023-04-10,29623.1
2023-04-11,30185.1
2023-04-12,29875.0
2023-04-13,30362.7
2023-04-14,30453.1
2023-04-15,30280.4
2023-04-16,30286.6
2023-04-17,29420.0
2023-04-18,30365.8
2023-04-19,28795.1
2023-04-20,28229.9
2023-04-21,27252.5
2023-04-22,27807.2
2023-04-23,27576.0
2023-04-24,27497.5
2023-04-25,28286.7
2023-04-26,28395.9
2023-04-27,29459.0
2023-04-28,29300.0
2023-04-29,29212.7
2023-04-30,29223.0
2023-05-01,28054.4
2023-05-02,28656.5
2023-05-03,29018.4
2023-05-04,28826.0
2023-05-05,29491.5
2023-05-06,28837.8
2023-05-07,28419.4
2023-05-08,27659.8
2023-05-09,27610.2
2023-05-10,27582.9
2023-05-11,26956.4
2023-05-12,26785.1
2023-05-13,26762.7
2023-05-14,26901.9
2023-05-15,27152.5
2023-05-16,27024.8
2023-05-17,27395.8
2023-05-18,26809.3
2023-05-19,26870.1
2023-05-20,27089.5
2023-05-21,26732.8
2023-05-22,26840.2
2023-05-23,27209.9
2023-05-24,26313.8
2023-05-25,26461.8
2023-05-26,26689.9
2023-05-27,26841.6
2023-05-28,28055.7
2023-05-29,27722.0
2023-05-30,27680.1
2023-05-31,27201.1
2023-06-01,26805.3
2023-06-02,27227.8
2023-06-03,27054.9
2023-06-04,27102.4
2023-06-05,25714.7
2023-06-06,27221.5
2023-06-07,26325.9
2023-06-08,26485.9
2023-06-09,26468.1
2023-06-10,25826.6
2023-06-11,25909.9
2023-06-12,25894.8
2023-06-13,25918.0
2023-06-14,25115.9
2023-06-15,25586.1
2023-06-16,26336.0
2023-06-17,26508.9
2023-06-18,26329.7
2023-06-19,26828.5
2023-06-20,28290.6
2023-06-21,29988.5
2023-06-22,29875.0
2023-06-23,30673.4
2023-06-24,30524.2
2023-06-25,30458.0
2023-06-26,30260.1
2023-06-27,30683.2
2023-06-28,30066.3
2023-06-29,30439.9
2023-06-30,30460.2
2023-07-01,30573.6
2023-07-02,30612.7
2023-07-03,31149.0
2023-07-04,30756.1
2023-07-05,30488.4
2023-07-06,29874.4
2023-07-07,30327.9
2023-07-08,30269.3
2023-07-09,30147.8
2023-07-10,30396.9
2023-07-11,30608.4
2023-07-12,30368.9
2023-07-13,31441.7
2023-07-14,30293.3
2023-07-15,30276.4
2023-07-16,30216.8
2023-07-17,30126.1
2023-07-18,29845.6
2023-07-19,29895.5
2023-07-20,29791.0
2023-07-21,29891.4
2023-07-22,29783.5
2023-07-23,30070.8
2023-07-24,29163.8
2023-07-25,29216.3
2023-07-26,29336.0
2023-07-27,29209.7
2023-07-28,29299.9
2023-07-29,29339.1
2023-07-30,29271.1
2023-07-31,29220.8
2023-08-01,29701.2
2023-08-02,29170.1
2023-08-03,29180.2
2023-08-04,29101.1
2023-08-05,29057.7
2023-08-06,29075.9
2023-08-07,29202.7
2023-08-08,29759.0
2023-08-09,29572.8
2023-08-10,29443.7
2023-08-11,29415.5
2023-08-12,29420.7
2023-08-13,29293.3
2023-08-14,29419.5
2023-08-15,29188.8
2023-08-16,28714.4
2023-08-17,26609.7
2023-08-18,26042.1
2023-08-19,26088.3
2023-08-20,26175.9
2023-08-21,26115.4
2023-08-22,26044.4
2023-08-23,26419.2
2023-08-24,26164.6
2023-08-25,26051.7
2023-08-26,26004.3
2023-08-27,26087.7
2023-08-28,26106.5
2023-08-29,27700.1
2023-08-30,27290.4
2023-08-31,25928.0
2023-09-01,25795.6
2023-09-02,25855.8
2023-09-03,25962.1
2023-09-04,25814.0
2023-09-05,25779.7
2023-09-06,25747.4
2023-09-07,26240.7
2023-09-08,25899.8
2023-09-09,25892.6
2023-09-10,25828.4
2023-09-11,25150.4
2023-09-12,25825.8
2023-09-13,26209.9
2023-09-14,26510.3
2023-09-15,26591.1
2023-09-16,26546.9
2023-09-17,26514.2
2023-09-18,26749.9
2023-09-19,27196.0
2023-09-20,27107.7
2023-09-21,26552.6
2023-09-22,26566.7
2023-09-23,26563.1
2023-09-24,26232.4
2023-09-25,26290.5
2023-09-26,26208.8
2023-09-27,26359.6
2023-09-28,27011.8
2023-09-29,26890.9
2023-09-30,26950.9
2023-10-01,27981.4
2023-10-02,27477.6
2023-10-03,27412.0
2023-10-04,27759.8
2023-10-05,27398.4
2023-10-06,27916.3
2023-10-07,27943.0
2023-10-08,27901.2
2023-10-09,27578.3
2023-10-10,27381.2
2023-10-11,26864.5
2023-10-12,26744.0
2023-10-13,26849.8
2023-10-14,26836.3
2023-10-15,27139.8
2023-10-16,28486.3
2023-10-17,28381.9
2023-10-18,28307.1
2023-10-19,28696.9
2023-10-20,29653.0
2023-10-21,29895.4
2023-10-22,29981.5
2023-10-23,33074.0
2023-10-24,33917.0
2023-10-25,34487.7
2023-10-26,34154.0
2023-10-27,33893.1
2023-10-28,34086.6
2023-10-29,34528.6
2023-10-30,34483.8
2023-10-31,34651.4
2023-11-01,35437.4
2023-11-02,34940.1
2023-11-03,34700.4
2023-11-04,35069.7
2023-11-05,35025.5
2023-11-06,35057.4
2023-11-07,35406.5
2023-11-08,35626.7
2023-11-09,36719.5
2023-11-10,37330.4
2023-11-11,37162.1
2023-11-12,37085.5
2023-11-13,36486.2
2023-11-14,35559.0
2023-11-15,37885.6
2023-11-16,36176.0
2023-11-17,36621.9
2023-11-18,36580.9
2023-11-19,37375.9
2023-11-20,37462.5
2023-11-21,35737.0
2023-11-22,37413.4
2023-11-23,37294.3
2023-11-24,37706.3
2023-11-25,37766.6
2023-11-26,37437.9
2023-11-27,37234.3
2023-11-28,37812.1
2023-11-29,37837.1
2023-11-30,37716.8
2023-12-01,38660.0
2023-12-02,39435.0
2023-12-03,39979.7
2023-12-04,41993.1
2023-12-05,43727.1
